Razão Social,CNPJ,Linhas de Fornecimento,Tipo,Situação Documento,Documento,Status,Data de Vencimento,Situação Análise Documento
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,IBAMA - Certidão Negativa de Débitos,A vencer,2026-08-01T00:00:00Z,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,IBAMA - Certidão Negativa de Embargos,A vencer,2026-08-01T00:00:00Z,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,IBAMA - Consulta de Regularidade,A vencer,2026-07-28T00:00:00Z,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,Vencido,2026-05-24T00:00:00Z,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-14T00:00:00Z,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,REGULAR,CND Federal,A vencer,2026-08-26T00:00:00Z,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-13T00:00:00Z,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-12-21T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-12-21T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-07T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,CND Federal,A vencer,2026-12-21T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-24T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-21T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,ALERTA,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,ALERTA,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-31T00:00:00Z,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,CND Federal,A vencer,2026-12-21T00:00:00Z,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-24T00:00:00Z,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-21T00:00:00Z,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-06-24T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-08-01T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-22T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,ALERTA,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-23T00:00:00Z,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-25T00:00:00Z,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-21T00:00:00Z,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-08T00:00:00Z,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,CND Federal,A vencer,2026-12-30T00:00:00Z,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-24T00:00:00Z,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-30T00:00:00Z,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-29T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIFICADO DE REGULARIDADE FGTS,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CERTIFICADO DE REGULARIDADE FGTS,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,IRREGULAR,CND Federal,A vencer,2026-10-05T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-25T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-22T00:00:00Z,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
