Razão Social,CNPJ,Linhas de Fornecimento,Tipo,Situação Documento,Documento,Status,Data de Vencimento,Situação Análise Documento
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00Z,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00Z,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-30T00:00:00Z,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,Vencido,2026-04-26T00:00:00Z,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-03-10T00:00:00Z,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,CND Federal,Vencido,2026-06-20T00:00:00Z,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,Cartão CNPJ,A vencer,2030-02-19T00:00:00Z,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,Vencido,2026-06-21T00:00:00Z,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,N/A,,REPROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,IBAMA - Certidão Negativa de Débitos,Vencido,2026-01-22T00:00:00Z,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,IBAMA - Certidão Negativa de Embargos,Vencido,2026-01-22T00:00:00Z,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,IBAMA - Consulta de Regularidade,Vencido,2026-03-11T00:00:00Z,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-22T00:00:00Z,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-22T00:00:00Z,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-19T00:00:00Z,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,IRREGULAR,CND Federal,A vencer,2026-12-21T00:00:00Z,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-24T00:00:00Z,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-21T00:00:00Z,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-06-24T00:00:00Z,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,ALERTA,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-09T00:00:00Z,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,IRREGULAR,CND Federal,A vencer,2026-11-26T00:00:00Z,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-14T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,IRREGULAR,CND Federal,A vencer,2026-12-22T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-25T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-22T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-14T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,IRREGULAR,CND Federal,A vencer,2026-11-29T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-03T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-12-25T00:00:00Z,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-07T00:00:00Z,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-25T00:00:00Z,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-22T00:00:00Z,NÃO ANALISADO
ONET ENGENHARIA E MANUTENCAO LTDA,45654990000110,"PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE VEÍCULOS, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-06-25T00:00:00Z,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-13T00:00:00Z,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,IRREGULAR,CND Federal,A vencer,2026-12-22T00:00:00Z,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-25T00:00:00Z,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-22T00:00:00Z,NÃO ANALISADO
ONSEG SERVICOS DE VIGILANCIA E SEGURANCA LTDA,83411025000105,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00Z,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,ALERTA,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-22T00:00:00Z,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,IRREGULAR,CND Federal,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00Z,NÃO ANALISADO
ORBENK ADMINISTRACAO E SERVICOS LTDA.,79283065000141,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS",SERVICO,IRREGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-07-02T00:00:00Z,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,ALERTA,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-07-24T00:00:00Z,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-22T00:00:00Z,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-25T00:00:00Z,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-22T00:00:00Z,NÃO ANALISADO
PROTEG SEGURANCA PATRIMONIAL LTDA,08699066000123,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-23T00:00:00Z,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-30T00:00:00Z,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,IRREGULAR,CND Federal,A vencer,2026-12-22T00:00:00Z,NÃO ANALISADO
PROTOS ENGENHARIA LTDA,24204038000144,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-25T00:00:00Z,NÃO ANALISADO
