Razão Social,CNPJ,Situação da Última Solicitação,Linhas de Fornecimento,Tipo,Documento,Status,Data de Vencimento,Situação Análise Documento
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,Não anexado,,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-05-06T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,CIPA - composição / reuniões / atas/ treinamento,N/A,,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,CND Federal,Vencido,2026-05-28T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Não anexado,,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2026-06-16T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2026-07-23T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,Cartão CNPJ,Vencido,2026-05-30T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,DCTFWEB,Vencido,2026-01-31T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Vencido,2026-01-31T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,Vencido,2026-03-12T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,KIT RESCISÃO,N/A,,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,Laudo de Periculosidade,A vencer,2027-02-28T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,Laudo de insalubridade,A vencer,2027-02-28T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,PCMSO,A vencer,2027-02-28T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,PGR,A vencer,2027-02-28T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,N/A,,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,SESMT - composição de acordo com NR 04,N/A,,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,Seguro de Responsabilidade Civil,Vencido,2026-06-02T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,Seguro garantia,Vencido,2026-05-31T00:00:00Z,NÃO ANALISADO
RACHADEL SERVICOS E TECNOLOGIA LTDA,48860659000144,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO 400HZ, PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA",SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,Vencido,2026-01-23T00:00:00Z,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,Avaliação ergonômica,N/A,,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,A vencer,2026-06-20T00:00:00Z,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,A vencer,2026-06-17T00:00:00Z,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,A vencer,2026-09-15T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-12-05T00:00:00Z,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,A vencer,2026-06-29T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-07-07T00:00:00Z,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CIPA - composição / reuniões / atas/ treinamento,N/A,,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CND Federal,A vencer,2026-06-20T00:00:00Z,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,A vencer,2026-06-24T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2027-04-14T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2027-01-20T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,Cartão CNPJ,A vencer,2026-12-24T00:00:00Z,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-22T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,Comprovante de Inscrição Sintegra,N/A,,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,DCTFWEB,A vencer,2026-06-24T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),A vencer,2026-07-01T00:00:00Z,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,A vencer,2026-06-24T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,KIT RESCISÃO,N/A,,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,Laudo de Periculosidade,N/A,,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,Laudo de insalubridade,N/A,,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,PCMSO,A vencer,2026-09-30T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,PGR,A vencer,2026-09-01T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,A vencer,2026-07-01T00:00:00Z,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,SESMT - composição de acordo com NR 04,N/A,,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,Seguro de Responsabilidade Civil,N/A,,NÃO ANALISADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,Seguro garantia,A vencer,2027-02-02T00:00:00Z,APROVADO
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,A vencer,2026-09-06T00:00:00Z,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Avaliação ergonômica,A vencer,2027-02-28T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,A vencer,2026-09-26T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,A vencer,2026-09-26T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,A vencer,2026-07-05T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-06-23T00:00:00Z,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,A vencer,2026-07-08T00:00:00Z,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CIPA - composição / reuniões / atas/ treinamento,A vencer,2026-06-28T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CND Federal,A vencer,2026-12-03T00:00:00Z,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,A vencer,2026-07-10T00:00:00Z,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2027-03-11T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2026-12-31T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Cartão CNPJ,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Comprovante de Inscrição Sintegra,A vencer,2026-07-08T00:00:00Z,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,DCTFWEB,A vencer,2026-06-19T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),A vencer,2026-06-12T00:00:00Z,REPROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,A vencer,2026-06-19T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,KIT RESCISÃO,N/A,,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Laudo de Periculosidade,A vencer,2027-02-28T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Laudo de insalubridade,A vencer,2027-02-28T00:00:00Z,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,PCMSO,A vencer,2027-02-26T00:00:00Z,REPROVADO
