Razão Social,CNPJ,Situação da Última Solicitação,Linhas de Fornecimento,Tipo,Documento,Status,Data de Vencimento,Situação Análise Documento
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-03-29T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,CIPA - composição / reuniões / atas/ treinamento,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,CND Federal,Vencido,2026-05-27T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Vencido,2026-04-08T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2027-02-11T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2027-01-12T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,Cartão CNPJ,Vencido,2026-03-23T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,DCTFWEB,Vencido,2026-03-20T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Vencido,2026-03-23T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,Vencido,2026-03-18T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,KIT RESCISÃO,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,Laudo de Periculosidade,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,Laudo de insalubridade,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,PCMSO,A vencer,2026-08-13T00:00:00Z,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,PGR,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,N/A,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,SESMT - composição de acordo com NR 04,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,Seguro de Responsabilidade Civil,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,Seguro garantia,Não anexado,,NÃO ANALISADO
FOKUS CONSULTORIA LTDA,52176523000197,EM_ELABORACAO,"FORNECIMENTO DE APOIO OPERACIONAL RECEPÇÃO E CREDENCIAMENTO, PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO EM EDIFICAÇÕES, PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA DO TRABALHO, PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO",SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,A vencer,,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,Avaliação ergonômica,N/A,,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,A vencer,2026-06-17T00:00:00Z,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,A vencer,2026-08-19T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,A vencer,2026-11-21T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-06-24T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,A vencer,2026-08-19T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-06-11T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CIPA - composição / reuniões / atas/ treinamento,N/A,,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CND Federal,A vencer,2026-11-21T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Vencido,2026-05-29T00:00:00Z,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2027-05-26T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,Vencido,2026-05-30T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,Cartão CNPJ,A vencer,2027-03-19T00:00:00Z,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-09-15T00:00:00Z,NÃO ANALISADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,Comprovante de Inscrição Sintegra,A vencer,2027-04-20T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,DCTFWEB,Vencido,2026-05-29T00:00:00Z,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Vencido,2026-05-28T00:00:00Z,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,Vencido,2026-05-27T00:00:00Z,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,KIT RESCISÃO,N/A,,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,Laudo de Periculosidade,N/A,,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,Laudo de insalubridade,N/A,,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,PCMSO,N/A,,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,PGR,N/A,,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,Vencido,2026-05-30T00:00:00Z,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,SESMT - composição de acordo com NR 04,N/A,,REPROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,Seguro de Responsabilidade Civil,A vencer,2026-12-03T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,Seguro garantia,A vencer,2027-02-19T00:00:00Z,APROVADO
G.R. TURISMO E TRANSPORTE LTDA,26978458000103,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL E LIMPEZA,SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,A vencer,2026-11-26T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,Avaliação ergonômica,Vencido,2026-06-04T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,A vencer,2026-07-08T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,A vencer,2026-07-08T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,A vencer,2026-09-01T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-08-09T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,A vencer,2026-09-04T00:00:00Z,APROVADO
