Razão Social,CNPJ,Situação da Última Solicitação,Linhas de Fornecimento,Tipo,Situação Documento,Documento,Marcas e Representações,Status,Data de Vencimento,Situação Análise Documento
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),05/26 - Maio 2026,A vencer,2026-07-19T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),06/26 - Junho 2026,A vencer,2026-08-07T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),12/25 - Dezembro 2025,Vencido,2026-02-19T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,01/26 - Janeiro 2026,Vencido,2026-03-19T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,02/26 - Fevereiro 2026,Vencido,2026-04-19T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,03/26 - Março 2026,Vencido,2026-05-22T00:00:00-04:00,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,04/26 - Abril 2026,Vencido,2026-06-13T00:00:00-04:00,REPROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,05/26 - Maio 2026,A vencer,2026-07-20T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,12/25 - Dezembro 2025,Vencido,2026-02-19T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,04/26 - Abril 2026,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,06/26 - Junho 2026,N/A,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,KIT RESCISÃO,01/26 - Janeiro 2026,N/A,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,KIT RESCISÃO,02/26 - Fevereiro 2026,N/A,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,KIT RESCISÃO,03/26 - Março 2026,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,KIT RESCISÃO,04/26 - Abril 2026,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,KIT RESCISÃO,05/26 - Maio 2026,N/A,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,KIT RESCISÃO,06/26 - Junho 2026,N/A,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,KIT RESCISÃO,12/25 - Dezembro 2025,N/A,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,Laudo de Periculosidade,03/26 - Março 2026,Vencido,2026-04-30T00:00:00-04:00,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,Laudo de Periculosidade,04/26 - Abril 2026,Vencido,2026-05-30T00:00:00-04:00,REPROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,Laudo de insalubridade,03/26 - Março 2026,Vencido,2026-04-30T00:00:00-04:00,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,Laudo de insalubridade,04/26 - Abril 2026,Vencido,2026-05-30T00:00:00-04:00,REPROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,PCMSO,,A vencer,2027-01-25T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,PGR,04/26 - Abril 2026,A vencer,2028-01-25T00:00:00-04:00,REPROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,PGR,,A vencer,2028-01-25T00:00:00-04:00,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,03/26 - Março 2026,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,04/26 - Abril 2026,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,05/26 - Maio 2026,A vencer,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,,A vencer,,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,SESMT - composição de acordo com NR 04,03/26 - Março 2026,A vencer,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,Seguro de Responsabilidade Civil,,A vencer,2026-11-08T00:00:00-04:00,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,Seguro garantia,02/26 - Fevereiro 2026,Vencido,2026-04-30T00:00:00-04:00,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,NEUTRO,Seguro garantia,04/26 - Abril 2026,A vencer,2026-12-31T00:00:00-04:00,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,Avaliação ergonômica,,N/A,,REPROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,CERTIDÃO JUDICIAL CRIMINAL - TRF,,A vencer,,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,CERTIDÃO JUDICIAL CÍVEL - TRF,,A vencer,,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,,A vencer,2026-12-09T00:00:00-04:00,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,,A vencer,2026-08-24T00:00:00-04:00,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,,A vencer,2026-07-25T00:00:00-04:00,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,,A vencer,2026-08-02T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,CIPA - composição / reuniões / atas/ treinamento,,N/A,,REPROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,CND Federal,,A vencer,2026-12-30T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,01/26 - Janeiro 2026,Vencido,2026-02-27T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,02/26 - Fevereiro 2026,Vencido,2026-03-27T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,03/26 - Março 2026,Vencido,2026-04-29T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,04/26 - Abril 2026,Vencido,2026-05-29T00:00:00-04:00,REPROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,12/25 - Dezembro 2025,Vencido,2026-01-29T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,,A vencer,2027-07-08T00:00:00-04:00,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,CONVENÇÃO COLETIVA DA CATEGORIA,,N/A,,REPROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,Cartão CNPJ,,A vencer,2026-12-24T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,,A vencer,2026-12-30T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,,N/A,,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,DCTFWEB,01/26 - Janeiro 2026,Vencido,2026-03-10T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,DCTFWEB,02/26 - Fevereiro 2026,Vencido,2026-04-30T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,DCTFWEB,03/26 - Março 2026,Vencido,2026-05-05T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,DCTFWEB,04/26 - Abril 2026,Vencido,2026-05-28T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,DCTFWEB,05/26 - Maio 2026,Vencido,2026-06-27T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,DCTFWEB,12/25 - Dezembro 2025,Vencido,2025-12-19T00:00:00-04:00,REPROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,,N/A,,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),01/26 - Janeiro 2026,Vencido,2026-01-29T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),02/26 - Fevereiro 2026,Vencido,2026-02-27T00:00:00-04:00,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),03/26 - Março 2026,Vencido,2026-03-29T00:00:00-04:00,NÃO ANALISADO
