Razão Social,CNPJ,Situação da Última Solicitação,Linhas de Fornecimento,Tipo,Situação Documento,Documento,Marcas e Representações,Status,Data de Vencimento,Situação Análise Documento
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,PGR,,A vencer,2026-07-22T00:00:00-04:00,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,,PGR,,Não anexado,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,02/26 - Fevereiro 2026,A vencer,,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,02/26 - Fevereiro 2026,A vencer,,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,03/26 - Março 2026,A vencer,,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,03/26 - Março 2026,A vencer,,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,04/26 - Abril 2026,A vencer,,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,04/26 - Abril 2026,A vencer,,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,12/25 - Dezembro 2025,A vencer,,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,12/25 - Dezembro 2025,A vencer,,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,,Não anexado,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,SESMT - composição de acordo com NR 04,12/25 - Dezembro 2025,A vencer,,APROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,SESMT - composição de acordo com NR 04,,N/A,,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,,SESMT - composição de acordo com NR 04,,Não anexado,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,Seguro de Responsabilidade Civil,12/25 - Dezembro 2025,A vencer,2026-08-28T00:00:00-04:00,APROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,Seguro de Responsabilidade Civil,,A vencer,2026-08-28T00:00:00-04:00,APROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,,Seguro de Responsabilidade Civil,,Não anexado,,NÃO ANALISADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000277,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,Seguro garantia,12/25 - Dezembro 2025,A vencer,2027-10-01T00:00:00-04:00,APROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000196,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,NEUTRO,Seguro garantia,,A vencer,2027-10-01T00:00:00-04:00,REPROVADO
KARUANA SERVICOS AUXILIARES DE TRANSPORTE AEREO LTDA,13389550000358,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL E CONTROLE DE ACESSO,SERVICO,,Seguro garantia,,Não anexado,,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Avaliação ergonômica,03/26 - Março 2026,A vencer,2027-03-20T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,03/26 - Março 2026,A vencer,2026-09-17T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,,A vencer,2027-01-06T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,03/26 - Março 2026,Vencido,2026-06-22T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,04/26 - Abril 2026,Vencido,2026-05-17T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,,A vencer,2026-10-06T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,,A vencer,2026-07-30T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CIPA - composição / reuniões / atas/ treinamento,03/26 - Março 2026,Vencido,2026-05-07T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CIPA - composição / reuniões / atas/ treinamento,04/26 - Abril 2026,Vencido,2026-06-22T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CIPA - composição / reuniões / atas/ treinamento,,A vencer,2026-08-06T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CND Federal,,A vencer,2026-08-18T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,03/26 - Março 2026,Vencido,2026-05-15T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,04/26 - Abril 2026,Vencido,2026-06-21T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,05/26 - Maio 2026,A vencer,2026-07-26T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,,Vencido,2026-04-09T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,,N/A,,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CONVENÇÃO COLETIVA DA CATEGORIA,03/26 - Março 2026,A vencer,2027-03-17T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,Cartão CNPJ,,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,,N/A,,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,01/26 - Janeiro 2026,Vencido,2026-04-08T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,03/26 - Março 2026,Vencido,2026-05-20T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,04/26 - Abril 2026,Vencido,2026-06-21T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,05/26 - Maio 2026,A vencer,2026-07-26T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,,N/A,,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),01/26 - Janeiro 2026,Vencido,2026-04-16T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),03/26 - Março 2026,Vencido,2026-05-17T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),04/26 - Abril 2026,Vencido,2026-06-22T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),05/26 - Maio 2026,A vencer,2026-07-26T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,01/26 - Janeiro 2026,Vencido,2026-04-16T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,02/26 - Fevereiro 2026,Vencido,2026-05-17T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,04/26 - Abril 2026,Vencido,2026-06-22T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,05/26 - Maio 2026,A vencer,2026-07-26T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,03/26 - Março 2026,A vencer,,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,04/26 - Abril 2026,A vencer,,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,KIT RESCISÃO,03/26 - Março 2026,A vencer,,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,KIT RESCISÃO,04/26 - Abril 2026,A vencer,,REPROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,KIT RESCISÃO,06/26 - Junho 2026,A vencer,2026-08-06T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Laudo de Periculosidade,03/26 - Março 2026,A vencer,2027-03-20T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Laudo de insalubridade,03/26 - Março 2026,A vencer,2027-03-20T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,PCMSO,03/26 - Março 2026,A vencer,2027-03-20T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,PGR,03/26 - Março 2026,A vencer,2027-03-20T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,01/26 - Janeiro 2026,Vencido,2026-04-25T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,04/26 - Abril 2026,N/A,,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,SESMT - composição de acordo com NR 04,03/26 - Março 2026,A vencer,,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Seguro de Responsabilidade Civil,03/26 - Março 2026,Vencido,2026-06-30T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Seguro de Responsabilidade Civil,,A vencer,2026-08-07T00:00:00-04:00,NÃO ANALISADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Seguro garantia,03/26 - Março 2026,Vencido,2026-04-17T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Seguro garantia,04/26 - Abril 2026,Vencido,2026-06-22T00:00:00-04:00,APROVADO
LEVE ESTACIONAMENTO LTDA,34331150000108,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Seguro garantia,,N/A,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,Avaliação ergonômica,,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,,A vencer,2026-08-18T00:00:00-04:00,REPROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,,Vencido,2026-04-26T00:00:00-04:00,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,,Vencido,2026-02-25T00:00:00-04:00,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,CERTIFICADO DE REGULARIDADE FGTS,,Vencido,2026-03-10T00:00:00-04:00,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,CIPA - composição / reuniões / atas/ treinamento,,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,CND Federal,,Vencido,2026-06-20T00:00:00-04:00,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,,Não anexado,,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,CONVENÇÃO COLETIVA DA CATEGORIA,,A vencer,2026-11-13T00:00:00-04:00,REPROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,Cartão CNPJ,,A vencer,2030-02-19T00:00:00-04:00,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,,Vencido,2026-06-21T00:00:00-04:00,NÃO ANALISADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,,N/A,,REPROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,DCTFWEB,,Vencido,2026-03-12T00:00:00-04:00,REPROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,,A vencer,2030-02-19T00:00:00-04:00,APROVADO
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,APROVADO,PRESTAÇÃO DE SERVIÇOS DE MANEJO DE FAUNA,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),,Vencido,2026-03-04T00:00:00-04:00,REPROVADO
